frame,track,x1,y1,x2,y2,cx,cy,height,score,ema,level
587,2,488,179,613,390,550.5,284.5,211.0,0.000,0.000,GREEN
588,2,488,182,616,391,552.0,286.5,209.0,0.000,0.000,GREEN
588,1,574,220,741,391,657.5,305.5,171.0,0.000,0.000,GREEN
589,1,574,221,742,394,658.0,307.5,173.0,0.000,0.000,GREEN
589,2,492,186,625,390,558.5,288.0,204.0,0.000,0.000,GREEN
590,1,575,224,749,395,662.0,309.5,171.0,0.000,0.000,GREEN
590,2,495,190,633,399,564.0,294.5,209.0,0.000,0.000,GREEN
591,1,572,229,751,395,661.5,312.0,166.0,0.000,0.000,GREEN
591,2,501,192,643,414,572.0,303.0,222.0,0.000,0.000,GREEN
592,1,572,229,751,395,661.5,312.0,166.0,0.000,0.000,GREEN
592,2,501,192,643,414,572.0,303.0,222.0,0.000,0.000,GREEN
593,1,577,231,755,395,666.0,313.0,164.0,0.000,0.000,GREEN
593,2,504,200,647,425,575.5,312.5,225.0,0.000,0.000,GREEN
594,1,581,231,761,396,671.0,313.5,165.0,0.000,0.000,GREEN
594,2,508,208,649,429,578.5,318.5,221.0,0.000,0.000,GREEN
595,2,509,213,653,430,581.0,321.5,217.0,0.000,0.000,GREEN
595,1,579,238,766,397,672.5,317.5,159.0,0.000,0.000,GREEN
596,1,578,240,766,401,672.0,320.5,161.0,0.000,0.000,GREEN
596,2,511,220,661,428,586.0,324.0,208.0,0.000,0.000,GREEN
597,2,511,220,661,428,586.0,324.0,208.0,0.000,0.000,GREEN
597,1,577,240,766,401,671.5,320.5,161.0,0.000,0.000,GREEN
598,1,581,240,767,407,674.0,323.5,167.0,0.000,0.000,GREEN
598,2,510,225,667,427,588.5,326.0,202.0,0.000,0.000,GREEN
599,2,509,227,676,429,592.5,328.0,202.0,0.000,0.000,GREEN
599,1,589,245,768,396,678.5,320.5,151.0,0.000,0.000,GREEN
600,2,510,232,685,430,597.5,331.0,198.0,0.000,0.000,GREEN
601,2,513,238,691,430,602.0,334.0,192.0,0.000,0.000,GREEN
602,2,514,238,691,430,602.5,334.0,192.0,0.000,0.000,GREEN
603,2,511,238,698,429,604.5,333.5,191.0,0.000,0.000,GREEN
604,2,514,245,706,429,610.0,337.0,184.0,0.000,0.000,GREEN
605,1,564,245,717,391,640.5,318.0,146.0,0.000,0.000,GREEN
606,1,643,252,768,396,705.5,324.0,144.0,0.000,0.000,GREEN
607,1,643,252,768,396,705.5,324.0,144.0,0.000,0.000,GREEN
608,1,656,257,768,398,712.0,327.5,141.0,0.000,0.000,GREEN
609,2,546,255,736,416,641.0,335.5,161.0,0.000,0.000,GREEN
610,2,562,256,767,422,664.5,339.0,166.0,0.000,0.000,GREEN
611,2,565,258,766,425,665.5,341.5,167.0,0.000,0.000,GREEN
612,2,565,258,766,425,665.5,341.5,167.0,0.000,0.000,GREEN
613,2,564,261,766,429,665.0,345.0,168.0,0.000,0.000,GREEN
615,1,691,267,768,429,729.5,348.0,162.0,0.000,0.000,GREEN
618,1,706,267,768,431,737.0,349.0,164.0,0.000,0.000,GREEN
619,2,624,271,768,426,696.0,348.5,155.0,0.000,0.000,GREEN
620,2,632,270,767,425,699.5,347.5,155.0,0.000,0.000,GREEN
